0	0.000140831	1.04865e-06	-1.56999	-1.57	3.51695e-05	
1	0.000140831	1.04865e-06	-1.56999	-1.57	3.51695e-05	
2	0.000140831	2.04431e-07	-1.56999	-1.57	3.51695e-05	
3	0.000140831	2.04431e-07	-1.56999	-1.57	0.00042217	
4	0.000140831	2.04431e-07	-1.56999	-1.57	0.00042217	
5	0.000140831	2.04431e-07	-1.56999	-1.57	3.51695e-05	
6	0.000524831	1.04865e-06	-1.56999	-1.57	3.51695e-05	
7	0.000140831	2.04431e-07	-1.56999	-1.57	3.51695e-05	
8	0.000524831	2.04431e-07	-1.57	-1.57	3.51695e-05	
9	0.000140831	2.04431e-07	-1.57	-1.57	3.51695e-05	
10	0.000140831	2.04431e-07	-1.57	-1.57	0.00042217	
11	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
12	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
13	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
14	0.000140831	2.04431e-07	-1.57	-1.57	3.51695e-05	
15	0.000140831	2.04431e-07	-1.57	-1.57	0.00042217	
16	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
17	0.000140831	1.04865e-06	-1.57	-1.57	-0.00034583	
18	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
19	-0.000240169	1.04865e-06	-1.57	-1.57	0.00042217	
20	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
21	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
22	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
23	0.000140831	2.04431e-07	-1.57	-1.57	3.51695e-05	
24	0.000140831	2.04431e-07	-1.57	-1.57	3.51695e-05	
25	0.000140831	2.04431e-07	-1.57	-1.57	3.51695e-05	
26	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
27	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
28	0.000140831	1.04865e-06	-1.57	-1.57	0.00042217	
29	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
30	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
31	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
32	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
33	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
34	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
35	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
36	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
37	0.000140831	2.04431e-07	-1.57	-1.57	3.51695e-05	
38	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
39	0.000140831	1.04865e-06	-1.57	-1.57	-0.00034583	
40	0.000140831	2.04431e-07	-1.57	-1.57	3.51695e-05	
41	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
42	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
43	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
44	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
45	0.000140831	1.04865e-06	-1.57	-1.57	-0.00034583	
46	0.000140831	1.04865e-06	-1.57	-1.57	3.51695e-05	
